Attendance_ID,Staff_ID,Attendance_Date,Status,Shift,Location_ID
AT00122,S0132,2024-11-29,Absent,Afternoon,L002
AT00123,S0215,2024-06-10,Absent,Morning,L004
AT00124,S0460,2024-11-11,Leave,Morning,L005
AT00125,S0379,2024-09-19,Leave,Afternoon,L002
AT00126,S0084,2024-07-10,Sick,Afternoon,L001
AT00127,S0058,2025-04-06,Leave,Afternoon,L002
AT00128,S0234,2025-02-17,Absent,Morning,L004
AT00129,S0208,2024-11-08,Sick,Morning,L005
AT00130,S0329,2025-03-31,Sick,Morning,L002
AT00131,S0110,2025-01-20,Present,Morning,L001
AT00132,S0245,2024-08-31,Leave,Night,L001
AT00133,S0020,2025-01-03,Sick,Morning,L002
AT00134,S0478,2025-02-12,Present,Night,L002
AT00135,S0317,2024-08-20,Leave,Morning,L001
AT00136,S0215,2024-08-11,Absent,Afternoon,L001
AT00137,S0236,2025-01-23,Absent,Night,L001
AT00138,S0256,2025-01-27,Sick,Afternoon,L001
AT00139,S0110,2024-08-11,Leave,Afternoon,L005
AT00140,S0382,2024-10-19,Sick,Night,L002
AT00141,S0059,2024-12-11,Absent,Morning,L004
AT00142,S0466,2025-02-02,Present,Night,L004
AT00143,S0351,2025-04-18,Present,Afternoon,L001
AT00144,S0361,2024-12-29,Present,Afternoon,L003
AT00145,S0110,2024-11-17,Absent,Night,L001
AT00146,S0048,2025-03-12,Leave,Night,L001
AT00147,S0426,2024-08-23,Present,Night,L002
AT00148,S0439,2024-11-29,Leave,Night,L003
AT00149,S0273,2025-04-24,Absent,Night,L001
AT00150,S0441,2024-11-11,Absent,Night,L003
AT00151,S0020,2024-12-31,Sick,Morning,L004
AT00152,S0162,2024-08-16,Leave,Afternoon,L003
AT00153,S0361,2025-04-04,Absent,Night,L001
AT00154,S0032,2024-11-15,Absent,Afternoon,L002
AT00155,S0279,2024-09-20,Sick,Morning,L003
AT00156,S0434,2024-10-12,Present,Afternoon,L003
AT00157,S0142,2024-05-14,Absent,Morning,L002
AT00158,S0255,2024-08-30,Present,Morning,L004
AT00159,S0234,2024-10-22,Sick,Afternoon,L002
AT00160,S0346,2024-05-12,Present,Night,L002
AT00161,S0243,2024-11-02,Sick,Afternoon,L001
AT00162,S0309,2025-01-17,Leave,Morning,L004
AT00163,S0243,2024-05-01,Absent,Morning,L002
AT00164,S0043,2024-09-18,Absent,Afternoon,L005
AT00165,S0075,2024-05-10,Present,Morning,L003
AT00166,S0134,2024-11-07,Absent,Afternoon,L004
AT00167,S0416,2024-11-12,Absent,Night,L004
AT00168,S0420,2024-06-03,Sick,Night,L005
AT00169,S0361,2024-10-30,Present,Night,L005
AT00170,S0103,2025-03-22,Absent,Afternoon,L002
AT00171,S0457,2024-05-07,Present,Night,L004
AT00172,S0284,2024-08-21,Sick,Afternoon,L005
AT00173,S0120,2024-11-24,Absent,Night,L005
AT00174,S0466,2024-12-21,Present,Morning,L002
AT00175,S0273,2024-12-17,Absent,Morning,L003
AT00176,S0401,2024-07-14,Sick,Night,L003
AT00177,S0072,2025-01-07,Present,Night,L003
AT00178,S0061,2024-12-22,Sick,Night,L002
AT00179,S0222,2025-01-28,Leave,Morning,L003
AT00180,S0032,2025-03-29,Present,Afternoon,L005
AT00181,S0190,2025-01-15,Leave,Morning,L003
AT00182,S0005,2025-03-19,Present,Night,L004
AT00183,S0478,2025-04-23,Absent,Night,L005
AT00184,S0059,2025-03-23,Leave,Afternoon,L003
AT00185,S0113,2025-01-21,Leave,Morning,L003
AT00186,S0079,2024-05-19,Absent,Afternoon,L001
AT00187,S0306,2024-07-16,Leave,Afternoon,L003
AT00188,S0057,2024-06-04,Absent,Afternoon,L002
AT00189,S0065,2024-08-28,Absent,Afternoon,L004
AT00190,S0248,2025-01-05,Present,Afternoon,L004
AT00191,S0338,2024-10-29,Sick,Morning,L004
AT00192,S0427,2025-04-24,Absent,Afternoon,L003
AT00193,S0189,2024-10-14,Sick,Morning,L004
AT00194,S0360,2024-12-13,Sick,Night,L002
AT00195,S0121,2024-08-19,Present,Night,L004
AT00196,S0439,2024-12-18,Leave,Afternoon,L002
AT00197,S0251,2025-01-06,Leave,Morning,L001
AT00198,S0119,2024-06-06,Leave,Night,L002
AT00199,S0164,2025-01-31,Absent,Afternoon,L002
AT00200,S0256,2025-03-18,Leave,Afternoon,L001
AT00201,S0289,2024-07-19,Sick,Afternoon,L004
AT00202,S0221,2024-12-16,Present,Night,L003
AT00203,S0481,2025-03-13,Present,Morning,L002
AT00204,S0445,2024-04-27,Present,Afternoon,L005
AT00205,S0028,2024-10-05,Sick,Afternoon,L003
AT00206,S0326,2025-02-20,Absent,Morning,L002
AT00207,S0164,2024-11-23,Present,Morning,L002
AT00208,S0397,2024-05-31,Present,Night,L005
AT00209,S0366,2025-01-12,Absent,Night,L002
AT00210,S0345,2024-10-20,Absent,Afternoon,L001
AT00211,S0004,2024-08-31,Leave,Morning,L002
AT00212,S0399,2024-06-16,Present,Night,L001
AT00213,S0447,2025-04-02,Sick,Morning,L001
AT00214,S0113,2025-02-16,Leave,Night,L005
AT00215,S0189,2025-02-25,Absent,Afternoon,L003
AT00216,S0192,2025-03-14,Absent,Night,L001
AT00217,S0035,2025-01-03,Leave,Afternoon,L002
AT00218,S0211,2024-12-28,Absent,Night,L002
AT00219,S0362,2024-09-21,Sick,Morning,L004
AT00220,S0053,2024-09-02,Sick,Night,L004
AT00221,S0041,2024-09-26,Absent,Night,L003
AT00222,S0004,2024-09-29,Sick,Night,L001
AT00223,S0441,2025-01-05,Present,Night,L004
AT00224,S0392,2024-12-16,Leave,Morning,L001
AT00225,S0313,2025-01-22,Leave,Afternoon,L003
AT00226,S0041,2024-05-13,Absent,Night,L001
AT00227,S0123,2024-07-20,Present,Afternoon,L004
AT00228,S0019,2024-04-29,Leave,Night,L004
AT00229,S0359,2024-11-10,Present,Morning,L005
AT00230,S0151,2025-02-17,Sick,Morning,L003
AT00231,S0378,2024-08-27,Leave,Morning,L004
AT00232,S0129,2024-06-08,Present,Morning,L003
AT00233,S0170,2024-07-01,Sick,Morning,L002
AT00234,S0350,2024-08-15,Absent,Night,L004
AT00235,S0335,2024-05-30,Leave,Night,L002
AT00236,S0378,2025-04-11,Present,Afternoon,L001
AT00237,S0032,2024-07-26,Present,Night,L004
AT00238,S0361,2024-11-11,Absent,Night,L005
AT00239,S0272,2025-03-13,Present,Morning,L002
AT00240,S0034,2024-09-21,Present,Afternoon,L001
AT00241,S0187,2024-07-10,Sick,Morning,L003
AT00242,S0499,2024-06-19,Leave,Night,L001
AT00243,S0117,2025-03-29,Present,Night,L001
AT00244,S0218,2024-07-07,Leave,Afternoon,L004
AT00245,S0099,2024-05-08,Leave,Afternoon,L002
AT00246,S0074,2025-01-15,Present,Afternoon,L004
AT00247,S0431,2024-09-30,Leave,Afternoon,L005
AT00248,S0106,2024-05-11,Leave,Night,L002
AT00249,S0048,2024-05-19,Sick,Afternoon,L005
AT00250,S0473,2024-08-01,Absent,Afternoon,L002
AT00251,S0145,2025-01-14,Leave,Night,L005
AT00252,S0178,2024-10-19,Present,Afternoon,L004
AT00253,S0011,2024-12-06,Absent,Night,L003
AT00254,S0226,2024-06-08,Absent,Morning,L004
AT00255,S0075,2024-06-24,Sick,Morning,L004
AT00256,S0076,2024-10-03,Leave,Morning,L005
AT00257,S0229,2024-10-13,Absent,Night,L001
AT00258,S0269,2024-12-15,Absent,Night,L005
AT00259,S0215,2024-08-27,Absent,Morning,L003
AT00260,S0421,2024-08-26,Present,Morning,L004
AT00261,S0417,2025-04-18,Absent,Night,L002
AT00262,S0390,2025-02-26,Present,Night,L005
AT00263,S0326,2024-11-19,Sick,Afternoon,L004
AT00264,S0447,2024-09-20,Absent,Night,L002
AT00265,S0419,2024-08-08,Absent,Afternoon,L003
AT00266,S0008,2024-08-16,Absent,Night,L001
AT00267,S0355,2024-06-10,Present,Afternoon,L005
AT00268,S0011,2025-01-17,Absent,Morning,L003
AT00269,S0330,2025-01-26,Leave,Morning,L003
AT00270,S0464,2024-08-15,Leave,Night,L003
AT00271,S0214,2024-05-28,Absent,Night,L005
AT00272,S0480,2024-06-12,Present,Afternoon,L003
AT00273,S0276,2025-03-09,Absent,Afternoon,L005
AT00274,S0340,2024-06-24,Present,Afternoon,L005
AT00275,S0012,2024-10-17,Sick,Night,L004
AT00276,S0335,2025-02-27,Absent,Night,L003
AT00277,S0226,2024-11-12,Present,Afternoon,L003
AT00278,S0165,2025-01-16,Absent,Night,L004
AT00279,S0008,2024-07-25,Leave,Night,L003
AT00280,S0047,2024-07-28,Sick,Afternoon,L001
AT00281,S0326,2024-08-18,Sick,Night,L002
AT00282,S0483,2024-11-04,Leave,Morning,L005
AT00283,S0436,2025-01-29,Sick,Afternoon,L002
AT00284,S0258,2024-12-24,Absent,Morning,L004
AT00285,S0223,2024-07-03,Leave,Afternoon,L005
AT00286,S0236,2024-06-20,Present,Afternoon,L005
AT00287,S0386,2024-07-08,Sick,Afternoon,L002
AT00288,S0063,2024-07-28,Sick,Night,L003
AT00289,S0306,2024-08-03,Absent,Night,L003
AT00290,S0235,2024-09-11,Leave,Night,L004
AT00291,S0221,2024-10-17,Present,Night,L005
AT00292,S0073,2025-02-28,Present,Afternoon,L003
AT00293,S0452,2024-04-30,Leave,Morning,L003
AT00294,S0228,2024-12-12,Present,Night,L002
AT00295,S0264,2024-07-21,Present,Morning,L004
AT00296,S0331,2024-07-21,Sick,Night,L004
AT00297,S0362,2025-03-07,Absent,Night,L001
AT00298,S0461,2025-03-03,Leave,Afternoon,L004
AT00299,S0322,2024-05-27,Absent,Night,L003
AT00300,S0194,2024-06-22,Leave,Afternoon,L001
AT00301,S0303,2025-02-26,Absent,Afternoon,L004
AT00302,S0125,2025-03-21,Leave,Afternoon,L004
AT00303,S0050,2024-06-29,Absent,Night,L001
AT00304,S0493,2024-07-19,Leave,Morning,L004
AT00305,S0250,2025-01-14,Absent,Night,L002
AT00306,S0399,2024-10-29,Present,Night,L001
AT00307,S0028,2024-07-20,Leave,Night,L001
AT00308,S0177,2024-09-21,Absent,Afternoon,L001
AT00309,S0294,2024-06-09,Sick,Afternoon,L003
AT00310,S0199,2024-05-07,Present,Morning,L004
AT00311,S0168,2024-08-21,Present,Night,L004
AT00312,S0029,2025-04-19,Sick,Morning,L003
AT00313,S0200,2024-10-29,Absent,Afternoon,L003
AT00314,S0223,2025-02-01,Sick,Night,L003
AT00315,S0014,2024-05-01,Absent,Afternoon,L001
AT00316,S0079,2024-12-17,Present,Night,L002
AT00317,S0373,2024-05-10,Leave,Afternoon,L002
AT00318,S0092,2025-02-11,Leave,Night,L004
AT00319,S0383,2024-10-04,Leave,Afternoon,L001
AT00320,S0044,2024-09-05,Present,Afternoon,L002
AT00321,S0194,2024-08-27,Leave,Night,L005
AT00322,S0272,2025-03-25,Leave,Afternoon,L005
AT00323,S0061,2024-12-28,Present,Afternoon,L004
AT00324,S0102,2024-09-06,Absent,Night,L003
AT00325,S0018,2025-03-09,Absent,Morning,L002
AT00326,S0112,2024-06-15,Leave,Morning,L003
AT00327,S0132,2025-02-26,Present,Morning,L005
AT00328,S0124,2025-01-29,Present,Morning,L003
AT00329,S0160,2024-08-13,Present,Morning,L003
AT00330,S0471,2024-11-13,Sick,Afternoon,L005
AT00331,S0425,2025-04-14,Sick,Night,L001
AT00332,S0414,2024-06-11,Leave,Night,L005
AT00333,S0234,2024-06-22,Sick,Afternoon,L001
AT00334,S0361,2024-07-28,Sick,Afternoon,L002
AT00335,S0117,2024-05-02,Present,Morning,L005
AT00336,S0157,2025-04-24,Present,Morning,L001
AT00337,S0467,2024-12-15,Present,Morning,L002
AT00338,S0233,2024-07-27,Absent,Morning,L004
AT00339,S0099,2024-04-25,Leave,Morning,L003
AT00340,S0105,2025-04-13,Present,Night,L003
AT00341,S0234,2024-06-07,Present,Morning,L001
AT00342,S0308,2024-05-12,Present,Morning,L002
AT00343,S0305,2024-08-24,Sick,Afternoon,L002
AT00344,S0339,2025-04-10,Leave,Night,L005
AT00345,S0458,2025-03-20,Sick,Morning,L002
AT00346,S0014,2025-03-11,Present,Afternoon,L005
AT00347,S0394,2025-02-28,Present,Afternoon,L005
AT00348,S0092,2024-09-27,Leave,Night,L004
AT00349,S0175,2025-01-12,Leave,Morning,L003
AT00350,S0372,2024-11-01,Leave,Morning,L003
AT00351,S0073,2025-03-29,Present,Afternoon,L001
AT00352,S0056,2024-10-18,Present,Afternoon,L003
AT00353,S0490,2024-09-27,Present,Night,L002
AT00354,S0371,2024-05-04,Present,Night,L001
AT00355,S0469,2024-07-17,Sick,Morning,L001
AT00356,S0164,2024-06-09,Sick,Night,L003
AT00357,S0187,2024-09-01,Present,Morning,L002
AT00358,S0049,2025-02-10,Present,Morning,L001
AT00359,S0092,2025-02-21,Sick,Morning,L005
AT00360,S0214,2025-03-11,Absent,Afternoon,L001
AT00361,S0108,2024-11-26,Absent,Night,L004
AT00362,S0263,2024-09-06,Present,Night,L004
AT00363,S0494,2024-04-24,Present,Night,L004
AT00364,S0498,2024-05-24,Absent,Morning,L003
AT00365,S0067,2025-01-18,Leave,Night,L001
AT00366,S0132,2024-07-18,Absent,Night,L004
AT00367,S0210,2024-08-15,Sick,Morning,L004
AT00368,S0334,2024-04-24,Sick,Night,L005
AT00369,S0014,2024-12-02,Sick,Afternoon,L001
AT00370,S0468,2024-12-24,Present,Night,L004
AT00371,S0079,2024-07-09,Absent,Afternoon,L005
AT00372,S0344,2024-05-01,Sick,Morning,L001
AT00373,S0497,2025-02-03,Sick,Morning,L001
AT00374,S0060,2025-02-12,Present,Night,L001
AT00375,S0296,2025-01-29,Leave,Night,L003
AT00376,S0020,2024-09-26,Leave,Morning,L004
AT00377,S0132,2025-03-07,Leave,Night,L001
AT00378,S0301,2024-08-10,Absent,Night,L002
AT00379,S0100,2024-10-12,Absent,Morning,L002
AT00380,S0296,2024-10-11,Absent,Afternoon,L003
AT00381,S0180,2024-10-08,Leave,Night,L002
AT00382,S0375,2024-10-14,Absent,Morning,L004
AT00383,S0475,2024-08-02,Present,Morning,L005
AT00384,S0491,2024-09-10,Sick,Afternoon,L003
AT00385,S0449,2025-03-12,Absent,Afternoon,L004
AT00386,S0443,2024-12-03,Leave,Morning,L001
AT00387,S0023,2024-10-25,Present,Night,L005
AT00388,S0354,2024-09-29,Sick,Afternoon,L004
AT00389,S0138,2024-12-25,Sick,Night,L003
AT00390,S0404,2025-04-14,Sick,Morning,L003
AT00391,S0149,2024-10-31,Leave,Afternoon,L002
AT00392,S0285,2025-02-03,Absent,Night,L001
AT00393,S0456,2024-09-21,Sick,Night,L005
AT00394,S0240,2025-04-19,Sick,Morning,L004
AT00395,S0166,2024-08-08,Sick,Afternoon,L003
AT00396,S0401,2024-08-27,Sick,Afternoon,L001
AT00397,S0185,2024-12-10,Sick,Morning,L005
AT00398,S0197,2024-12-29,Absent,Night,L002
AT00399,S0231,2024-05-06,Absent,Night,L005
AT00400,S0324,2025-04-22,Present,Night,L001
AT00401,S0132,2025-01-20,Sick,Afternoon,L005
AT00402,S0253,2024-10-24,Sick,Morning,L004
AT00403,S0294,2024-10-06,Absent,Night,L004
AT00404,S0279,2024-10-28,Absent,Morning,L002
AT00405,S0247,2025-02-18,Leave,Morning,L003
AT00406,S0258,2024-08-08,Leave,Afternoon,L005
AT00407,S0413,2024-10-09,Leave,Night,L004
AT00408,S0471,2024-08-29,Present,Night,L005
AT00409,S0414,2024-06-28,Sick,Afternoon,L002
AT00410,S0252,2025-03-16,Sick,Morning,L005
AT00411,S0081,2024-05-20,Leave,Night,L003
AT00412,S0139,2024-11-30,Present,Morning,L004
AT00413,S0353,2025-01-30,Absent,Afternoon,L005
AT00414,S0318,2024-09-27,Sick,Afternoon,L005
AT00415,S0005,2025-03-14,Present,Morning,L003
AT00416,S0244,2024-12-27,Absent,Night,L005
AT00417,S0006,2024-09-09,Sick,Afternoon,L001
AT00418,S0352,2024-11-22,Leave,Morning,L001
AT00419,S0284,2024-06-22,Absent,Afternoon,L005
AT00420,S0254,2024-06-29,Sick,Night,L005
AT00421,S0241,2024-09-25,Present,Morning,L001
AT00422,S0276,2024-12-08,Sick,Morning,L005
AT00423,S0217,2025-02-24,Leave,Afternoon,L005
AT00424,S0043,2025-02-07,Leave,Afternoon,L002
AT00425,S0213,2024-08-03,Sick,Morning,L002
AT00426,S0146,2024-06-01,Absent,Morning,L001
AT00427,S0144,2024-07-26,Absent,Afternoon,L003
AT00428,S0435,2024-11-25,Leave,Afternoon,L001
AT00429,S0400,2024-07-27,Sick,Morning,L005
AT00430,S0086,2025-02-14,Present,Afternoon,L003
AT00431,S0390,2025-01-13,Absent,Morning,L003
AT00432,S0405,2024-11-23,Absent,Afternoon,L003
AT00433,S0084,2024-06-20,Absent,Night,L002
AT00434,S0461,2024-09-24,Leave,Night,L004
AT00435,S0189,2025-02-10,Present,Afternoon,L003
AT00436,S0406,2025-04-01,Absent,Night,L001
AT00437,S0060,2024-05-22,Present,Morning,L004
AT00438,S0465,2024-09-03,Leave,Night,L003
AT00439,S0056,2024-04-30,Present,Morning,L002
AT00440,S0049,2024-09-18,Present,Morning,L001
AT00441,S0250,2024-06-22,Present,Afternoon,L004
AT00442,S0134,2024-08-03,Leave,Afternoon,L002
AT00443,S0102,2024-08-15,Sick,Morning,L005
AT00444,S0493,2024-05-28,Present,Morning,L002
AT00445,S0355,2024-12-23,Present,Afternoon,L002
AT00446,S0418,2025-02-26,Absent,Morning,L003
AT00447,S0472,2024-12-11,Present,Afternoon,L004
AT00448,S0039,2025-03-22,Present,Afternoon,L003
AT00449,S0450,2024-09-27,Present,Morning,L005
AT00450,S0249,2024-08-12,Present,Afternoon,L002
AT00451,S0256,2024-07-01,Leave,Night,L005
AT00452,S0208,2024-06-27,Absent,Afternoon,L001
AT00453,S0402,2024-04-27,Present,Morning,L005
AT00454,S0071,2024-09-01,Present,Afternoon,L001
AT00455,S0233,2024-06-22,Sick,Night,L001
AT00456,S0193,2024-06-04,Sick,Afternoon,L005
AT00457,S0341,2024-12-01,Absent,Night,L005
AT00458,S0268,2024-07-13,Sick,Afternoon,L005
AT00459,S0231,2025-02-12,Sick,Afternoon,L003
AT00460,S0095,2025-02-09,Sick,Afternoon,L001
AT00461,S0292,2024-08-22,Present,Night,L004
AT00462,S0001,2024-05-14,Present,Morning,L005
AT00463,S0150,2024-09-20,Leave,Afternoon,L003
AT00464,S0043,2025-03-09,Absent,Afternoon,L002
AT00465,S0186,2025-03-10,Absent,Morning,L002
AT00466,S0194,2025-01-21,Leave,Morning,L001
AT00467,S0397,2025-03-13,Present,Night,L005
AT00468,S0027,2024-09-04,Sick,Night,L002
AT00469,S0205,2025-04-12,Leave,Afternoon,L005
AT00470,S0206,2025-04-03,Leave,Night,L003
AT00471,S0014,2025-03-16,Present,Afternoon,L004
AT00472,S0300,2024-07-04,Leave,Morning,L003
AT00473,S0093,2024-10-12,Leave,Morning,L001
AT00474,S0393,2024-10-07,Present,Afternoon,L005
AT00475,S0439,2025-01-30,Sick,Night,L002
AT00476,S0088,2024-10-14,Absent,Morning,L004
AT00477,S0335,2025-03-12,Present,Morning,L003
AT00478,S0491,2025-02-01,Present,Morning,L002
AT00479,S0491,2025-03-20,Present,Morning,L004
AT00480,S0379,2025-03-04,Sick,Morning,L005
AT00481,S0339,2024-05-18,Present,Night,L001
AT00482,S0218,2024-12-10,Leave,Night,L004
AT00483,S0025,2024-05-06,Absent,Morning,L003
AT00484,S0333,2024-12-18,Sick,Morning,L002
AT00485,S0274,2024-10-24,Absent,Afternoon,L004
AT00486,S0283,2025-04-24,Leave,Night,L002
AT00487,S0231,2024-11-07,Absent,Night,L004
AT00488,S0353,2025-03-15,Present,Night,L004
AT00489,S0178,2024-08-26,Leave,Afternoon,L002
AT00490,S0152,2024-05-31,Sick,Night,L001
AT00491,S0034,2024-07-08,Sick,Night,L005
AT00492,S0418,2024-04-24,Leave,Night,L003
AT00493,S0193,2024-09-15,Sick,Morning,L005
AT00494,S0297,2024-08-27,Leave,Afternoon,L005
AT00495,S0020,2024-09-18,Leave,Night,L005
AT00496,S0485,2024-09-30,Leave,Night,L005
AT00497,S0450,2024-07-08,Leave,Night,L005
AT00498,S0225,2024-05-19,Leave,Night,L005
AT00499,S0489,2024-11-01,Leave,Afternoon,L003
AT00500,S0222,2024-08-21,Sick,Morning,L004
AT00501,S0492,2024-08-14,Leave,Night,L005
AT00502,S0001,2024-05-01,Leave,Morning,L001
AT00503,S0193,2024-12-09,Present,Night,L005
AT00504,S0490,2025-01-14,Absent,Morning,L004
AT00505,S0449,2024-08-20,Present,Night,L001
AT00506,S0020,2025-03-11,Leave,Night,L004
AT00507,S0014,2024-10-31,Present,Night,L005
AT00508,S0429,2024-12-02,Sick,Afternoon,L005
AT00509,S0019,2024-05-14,Absent,Afternoon,L003
AT00510,S0305,2025-04-19,Present,Afternoon,L001
AT00511,S0291,2024-12-20,Absent,Afternoon,L004
AT00512,S0436,2024-07-30,Absent,Morning,L004
AT00513,S0154,2024-07-06,Sick,Night,L004
AT00514,S0309,2024-06-25,Present,Morning,L001
AT00515,S0417,2025-03-19,Present,Afternoon,L004
