Attendance_ID,Staff_ID,Attendance_Date,Status,Shift,Location_ID
AT00102,S0169,2024-11-08,Sick,Morning,L005
AT00103,S0206,2024-12-08,Leave,Night,L002
AT00104,S0346,2024-06-23,Sick,Night,L001
AT00105,S0031,2024-08-22,Leave,Morning,L004
AT00106,S0312,2024-09-27,Absent,Night,L005
AT00107,S0102,2024-07-25,Leave,Afternoon,L002
AT00108,S0421,2024-08-31,Absent,Morning,L002
AT00109,S0297,2024-08-01,Absent,Morning,L003
AT00110,S0152,2024-10-23,Leave,Afternoon,L002
AT00111,S0192,2024-08-26,Absent,Afternoon,L004
AT00112,S0494,2024-09-21,Sick,Morning,L003
AT00113,S0036,2024-11-26,Leave,Morning,L001
AT00114,S0028,2025-02-06,Present,Night,L004
AT00115,S0404,2024-09-29,Absent,Night,L005
AT00116,S0267,2025-04-20,Absent,Morning,L005
AT00117,S0103,2024-04-30,Absent,Morning,L005
AT00118,S0128,2024-12-20,Present,Afternoon,L002
AT00119,S0164,2025-02-26,Present,Night,L005
AT00120,S0004,2024-07-29,Absent,Afternoon,L005
AT00121,S0151,2024-09-04,Absent,Night,L003
AT00122,S0288,2024-05-22,Leave,Afternoon,L004
AT00123,S0419,2024-07-19,Leave,Afternoon,L003
AT00124,S0102,2024-11-13,Leave,Morning,L005
AT00125,S0411,2024-07-12,Absent,Morning,L004
AT00126,S0249,2024-12-13,Sick,Night,L004
AT00127,S0295,2024-12-13,Sick,Afternoon,L001
AT00128,S0050,2025-01-19,Sick,Morning,L005
AT00129,S0387,2025-03-18,Sick,Night,L001
AT00130,S0105,2025-02-11,Sick,Afternoon,L003
AT00131,S0289,2024-11-14,Sick,Night,L005
AT00132,S0255,2024-08-09,Sick,Morning,L004
AT00133,S0434,2025-01-27,Sick,Night,L003
AT00134,S0266,2025-03-11,Leave,Afternoon,L002
AT00135,S0076,2025-02-25,Present,Morning,L002
AT00136,S0342,2024-10-13,Sick,Night,L001
AT00137,S0096,2024-05-22,Absent,Afternoon,L003
AT00138,S0010,2025-04-24,Leave,Night,L005
AT00139,S0494,2025-02-04,Absent,Night,L002
AT00140,S0468,2024-12-27,Absent,Night,L005
AT00141,S0336,2024-11-21,Sick,Morning,L002
AT00142,S0002,2025-03-19,Sick,Morning,L002
AT00143,S0322,2025-02-01,Present,Morning,L002
AT00144,S0053,2025-04-08,Present,Afternoon,L005
AT00145,S0120,2024-07-28,Present,Afternoon,L002
AT00146,S0373,2024-08-15,Present,Morning,L002
AT00147,S0380,2024-10-03,Leave,Afternoon,L001
AT00148,S0026,2024-06-19,Absent,Morning,L001
AT00149,S0471,2025-04-03,Present,Morning,L002
AT00150,S0116,2025-04-05,Absent,Afternoon,L003
AT00151,S0006,2024-08-10,Present,Morning,L003
AT00152,S0247,2025-01-22,Sick,Night,L001
AT00153,S0344,2025-03-29,Leave,Morning,L005
AT00154,S0458,2025-04-24,Absent,Afternoon,L005
AT00155,S0109,2025-02-23,Present,Afternoon,L003
AT00156,S0375,2024-05-02,Absent,Night,L002
AT00157,S0378,2025-02-10,Absent,Afternoon,L001
AT00158,S0186,2025-02-07,Sick,Afternoon,L004
AT00159,S0182,2025-03-31,Sick,Morning,L001
AT00160,S0392,2025-02-12,Leave,Morning,L005
AT00161,S0344,2024-05-07,Leave,Afternoon,L001
AT00162,S0447,2024-05-25,Absent,Night,L003
AT00163,S0365,2024-07-02,Sick,Morning,L005
AT00164,S0230,2024-06-15,Absent,Afternoon,L002
AT00165,S0242,2024-11-12,Absent,Night,L002
AT00166,S0217,2024-12-11,Leave,Afternoon,L002
AT00167,S0183,2024-06-09,Absent,Night,L005
AT00168,S0401,2024-09-28,Leave,Night,L002
AT00169,S0444,2025-02-15,Present,Afternoon,L005
AT00170,S0135,2024-10-30,Absent,Morning,L005
AT00171,S0387,2025-03-24,Leave,Night,L004
AT00172,S0248,2024-10-07,Absent,Night,L005
AT00173,S0287,2024-11-16,Sick,Night,L002
AT00174,S0303,2025-04-26,Absent,Afternoon,L005
AT00175,S0455,2024-11-20,Absent,Morning,L001
AT00176,S0207,2025-01-15,Leave,Morning,L002
AT00177,S0025,2024-07-22,Present,Night,L004
AT00178,S0275,2024-11-24,Present,Night,L003
AT00179,S0430,2024-11-01,Present,Night,L005
AT00180,S0350,2024-12-05,Sick,Morning,L003
AT00181,S0271,2024-10-12,Present,Night,L003
AT00182,S0417,2024-05-08,Present,Afternoon,L005
AT00183,S0229,2024-07-04,Absent,Night,L002
AT00184,S0147,2024-08-17,Leave,Morning,L001
AT00185,S0192,2024-10-27,Absent,Afternoon,L003
AT00186,S0405,2025-03-24,Sick,Night,L002
AT00187,S0049,2025-04-25,Sick,Night,L005
AT00188,S0097,2024-10-12,Present,Morning,L005
AT00189,S0339,2025-01-20,Present,Morning,L002
AT00190,S0155,2025-02-12,Present,Afternoon,L005
AT00191,S0010,2024-05-18,Leave,Night,L005
AT00192,S0176,2024-12-12,Leave,Afternoon,L003
AT00193,S0383,2025-03-13,Leave,Afternoon,L005
AT00194,S0049,2025-03-18,Sick,Morning,L005
AT00195,S0288,2025-03-25,Absent,Morning,L003
AT00196,S0310,2024-05-22,Absent,Morning,L003
AT00197,S0498,2024-11-06,Absent,Morning,L002
AT00198,S0007,2024-12-06,Absent,Morning,L004
AT00199,S0442,2024-08-30,Sick,Afternoon,L001
AT00200,S0174,2025-04-25,Present,Afternoon,L001
AT00201,S0119,2024-07-01,Present,Night,L001
AT00202,S0295,2024-06-07,Sick,Afternoon,L001
AT00203,S0409,2024-10-26,Present,Morning,L004
AT00204,S0001,2024-12-06,Sick,Afternoon,L001
AT00205,S0007,2024-06-28,Present,Afternoon,L005
AT00206,S0417,2024-12-26,Absent,Afternoon,L001
AT00207,S0137,2024-10-04,Sick,Night,L003
AT00208,S0319,2024-07-23,Leave,Afternoon,L005
AT00209,S0332,2025-02-10,Present,Morning,L003
AT00210,S0235,2024-10-30,Present,Afternoon,L002
AT00211,S0479,2024-06-24,Present,Morning,L004
AT00212,S0034,2024-10-18,Present,Morning,L003
AT00213,S0061,2024-04-30,Present,Afternoon,L004
AT00214,S0360,2024-07-06,Leave,Night,L002
AT00215,S0225,2025-02-22,Sick,Afternoon,L004
AT00216,S0012,2024-07-18,Sick,Morning,L002
AT00217,S0117,2024-04-28,Present,Night,L001
AT00218,S0465,2024-07-11,Present,Morning,L004
AT00219,S0444,2025-03-20,Sick,Afternoon,L004
AT00220,S0195,2024-10-25,Present,Night,L002
AT00221,S0360,2025-04-16,Present,Afternoon,L005
AT00222,S0094,2024-12-26,Present,Afternoon,L003
AT00223,S0145,2024-05-14,Absent,Afternoon,L005
AT00224,S0021,2025-02-28,Absent,Afternoon,L004
AT00225,S0293,2024-12-27,Leave,Afternoon,L003
AT00226,S0146,2025-03-21,Leave,Afternoon,L004
AT00227,S0182,2025-03-18,Absent,Morning,L002
AT00228,S0290,2024-07-20,Leave,Afternoon,L004
AT00229,S0248,2024-05-02,Sick,Afternoon,L005
AT00230,S0282,2024-10-28,Absent,Night,L001
AT00231,S0067,2025-01-05,Absent,Morning,L003
AT00232,S0251,2024-10-18,Absent,Afternoon,L001
AT00233,S0479,2024-08-26,Absent,Morning,L004
AT00234,S0452,2024-11-05,Absent,Morning,L003
AT00235,S0099,2024-05-30,Sick,Night,L004
AT00236,S0097,2024-08-27,Present,Afternoon,L001
AT00237,S0237,2024-09-03,Leave,Afternoon,L005
AT00238,S0473,2024-04-30,Sick,Morning,L001
AT00239,S0458,2024-08-08,Leave,Night,L002
AT00240,S0413,2024-12-28,Absent,Afternoon,L001
AT00241,S0017,2024-07-25,Absent,Morning,L003
AT00242,S0086,2025-04-28,Absent,Night,L005
AT00243,S0309,2025-01-01,Present,Afternoon,L002
AT00244,S0250,2024-09-16,Sick,Morning,L001
AT00245,S0400,2024-07-17,Leave,Morning,L003
AT00246,S0299,2025-02-01,Absent,Morning,L003
AT00247,S0278,2024-11-28,Absent,Morning,L005
AT00248,S0144,2025-04-21,Sick,Afternoon,L001
AT00249,S0049,2025-02-09,Leave,Morning,L004
AT00250,S0386,2024-05-26,Leave,Afternoon,L003
AT00251,S0076,2025-01-22,Absent,Morning,L003
AT00252,S0420,2024-12-15,Sick,Morning,L005
AT00253,S0389,2025-01-21,Present,Afternoon,L004
AT00254,S0234,2024-06-12,Present,Morning,L003
AT00255,S0029,2025-01-15,Leave,Night,L005
AT00256,S0152,2025-02-21,Present,Morning,L001
AT00257,S0266,2024-05-21,Sick,Afternoon,L005
AT00258,S0428,2024-07-20,Absent,Night,L004
AT00259,S0173,2024-08-20,Present,Morning,L001
AT00260,S0175,2024-09-30,Sick,Afternoon,L002
AT00261,S0247,2024-08-04,Present,Night,L001
AT00262,S0472,2024-08-24,Present,Night,L001
AT00263,S0075,2025-04-10,Absent,Morning,L002
AT00264,S0223,2025-03-26,Present,Afternoon,L003
AT00265,S0180,2024-10-25,Leave,Afternoon,L001
AT00266,S0371,2024-12-08,Present,Night,L002
AT00267,S0111,2025-04-19,Absent,Morning,L002
AT00268,S0380,2025-02-01,Leave,Afternoon,L004
AT00269,S0449,2024-10-17,Sick,Afternoon,L001
AT00270,S0118,2025-01-18,Leave,Afternoon,L001
AT00271,S0077,2025-04-06,Present,Afternoon,L005
AT00272,S0460,2025-01-31,Sick,Morning,L003
AT00273,S0185,2024-07-01,Absent,Afternoon,L004
AT00274,S0269,2024-12-13,Present,Night,L004
AT00275,S0148,2024-12-08,Absent,Morning,L002
AT00276,S0308,2025-04-17,Absent,Night,L003
AT00277,S0063,2025-03-31,Absent,Afternoon,L003
AT00278,S0403,2024-05-02,Present,Night,L002
AT00279,S0422,2025-02-21,Leave,Afternoon,L002
AT00280,S0340,2024-08-11,Present,Morning,L002
AT00281,S0276,2025-03-17,Leave,Afternoon,L001
AT00282,S0248,2024-11-25,Sick,Night,L004
AT00283,S0128,2024-05-15,Present,Afternoon,L001
AT00284,S0116,2024-08-26,Leave,Morning,L001
AT00285,S0133,2024-11-23,Present,Afternoon,L003
AT00286,S0413,2024-05-25,Present,Afternoon,L005
AT00287,S0494,2024-08-01,Present,Morning,L003
AT00288,S0281,2024-08-24,Leave,Afternoon,L003
AT00289,S0160,2024-04-28,Sick,Night,L001
AT00290,S0305,2024-11-03,Sick,Morning,L003
AT00291,S0428,2024-11-15,Present,Afternoon,L001
AT00292,S0182,2025-04-20,Leave,Afternoon,L004
AT00293,S0125,2024-11-10,Leave,Night,L002
AT00294,S0261,2024-10-08,Absent,Night,L003
AT00295,S0296,2024-10-25,Absent,Afternoon,L002
AT00296,S0034,2024-05-27,Leave,Morning,L004
AT00297,S0481,2024-06-20,Absent,Afternoon,L005
AT00298,S0425,2025-02-25,Sick,Night,L003
AT00299,S0304,2024-12-11,Present,Morning,L002
AT00300,S0104,2025-04-03,Present,Night,L005
AT00301,S0108,2024-11-09,Present,Afternoon,L003
AT00302,S0455,2024-06-24,Present,Afternoon,L001
AT00303,S0032,2025-04-10,Leave,Afternoon,L005
AT00304,S0336,2024-08-14,Leave,Night,L005
AT00305,S0355,2024-09-13,Sick,Night,L005
AT00306,S0338,2025-01-18,Leave,Morning,L005
AT00307,S0318,2025-03-10,Absent,Night,L005
AT00308,S0162,2025-04-16,Sick,Morning,L002
AT00309,S0494,2025-01-16,Present,Night,L001
AT00310,S0331,2025-03-09,Sick,Morning,L005
AT00311,S0101,2025-02-24,Present,Afternoon,L005
AT00312,S0047,2024-08-03,Sick,Morning,L005
AT00313,S0079,2024-05-20,Sick,Morning,L001
AT00314,S0014,2024-10-15,Leave,Night,L005
AT00315,S0029,2024-05-08,Leave,Night,L001
AT00316,S0470,2025-01-31,Sick,Night,L001
AT00317,S0191,2024-08-18,Sick,Morning,L001
AT00318,S0310,2024-04-28,Sick,Morning,L003
AT00319,S0170,2024-10-09,Absent,Night,L003
AT00320,S0011,2024-07-29,Present,Night,L001
AT00321,S0098,2024-08-22,Absent,Night,L003
AT00322,S0407,2025-03-07,Sick,Afternoon,L001
AT00323,S0186,2025-04-19,Leave,Morning,L003
AT00324,S0005,2024-05-13,Leave,Morning,L001
AT00325,S0262,2024-11-07,Leave,Afternoon,L005
AT00326,S0315,2025-03-27,Sick,Night,L005
AT00327,S0322,2025-04-21,Sick,Afternoon,L002
AT00328,S0053,2024-10-02,Absent,Night,L001
AT00329,S0314,2024-10-09,Present,Afternoon,L004
AT00330,S0246,2024-12-02,Present,Morning,L003
AT00331,S0464,2024-10-27,Absent,Afternoon,L003
AT00332,S0407,2025-02-02,Sick,Night,L002
AT00333,S0407,2025-04-27,Absent,Morning,L005
AT00334,S0456,2024-06-18,Sick,Afternoon,L003
AT00335,S0071,2024-07-05,Sick,Night,L001
AT00336,S0121,2024-09-02,Present,Afternoon,L004
AT00337,S0358,2024-04-28,Absent,Afternoon,L003
AT00338,S0377,2024-05-06,Absent,Afternoon,L004
AT00339,S0453,2024-05-03,Absent,Afternoon,L005
AT00340,S0203,2025-02-21,Absent,Night,L001
AT00341,S0064,2024-12-11,Absent,Afternoon,L005
AT00342,S0173,2024-06-20,Absent,Afternoon,L005
AT00343,S0381,2024-07-15,Leave,Night,L005
AT00344,S0324,2024-05-20,Present,Morning,L002
AT00345,S0303,2024-05-03,Present,Night,L001
AT00346,S0481,2025-03-04,Sick,Afternoon,L004
AT00347,S0298,2025-01-25,Present,Night,L003
AT00348,S0007,2024-08-03,Present,Morning,L004
AT00349,S0224,2024-07-13,Leave,Morning,L002
AT00350,S0120,2024-07-31,Absent,Afternoon,L004
AT00351,S0455,2025-02-28,Absent,Night,L002
AT00352,S0104,2025-04-20,Sick,Morning,L002
AT00353,S0444,2024-05-04,Present,Morning,L003
AT00354,S0151,2024-08-31,Absent,Afternoon,L004
AT00355,S0040,2024-06-15,Present,Afternoon,L003
AT00356,S0374,2025-03-16,Present,Night,L002
AT00357,S0293,2025-01-09,Absent,Night,L005
AT00358,S0227,2024-08-03,Present,Night,L002
AT00359,S0334,2024-08-14,Sick,Afternoon,L003
AT00360,S0420,2024-08-27,Sick,Morning,L002
AT00361,S0142,2024-08-28,Leave,Morning,L005
AT00362,S0198,2024-09-06,Leave,Afternoon,L002
AT00363,S0014,2025-02-16,Sick,Morning,L002
AT00364,S0454,2024-07-23,Present,Night,L004
AT00365,S0196,2024-07-06,Leave,Night,L002
AT00366,S0425,2024-05-05,Sick,Morning,L003
AT00367,S0243,2025-02-04,Leave,Morning,L004
AT00368,S0478,2025-03-20,Present,Afternoon,L003
AT00369,S0488,2025-04-13,Sick,Night,L002
AT00370,S0290,2024-12-07,Sick,Afternoon,L003
AT00371,S0277,2024-08-04,Leave,Afternoon,L003
AT00372,S0330,2025-03-25,Present,Night,L004
AT00373,S0419,2025-01-22,Sick,Afternoon,L005
AT00374,S0495,2025-01-04,Absent,Afternoon,L001
AT00375,S0067,2024-07-13,Leave,Afternoon,L002
AT00376,S0115,2024-07-25,Present,Afternoon,L001
AT00377,S0035,2024-09-27,Leave,Afternoon,L002
AT00378,S0238,2024-05-04,Present,Night,L002
AT00379,S0446,2025-04-10,Absent,Afternoon,L003
AT00380,S0378,2024-12-31,Sick,Morning,L004
AT00381,S0477,2024-10-15,Leave,Afternoon,L004
AT00382,S0368,2025-03-09,Absent,Morning,L001
AT00383,S0382,2024-11-12,Sick,Night,L001
AT00384,S0011,2024-07-02,Present,Morning,L003
AT00385,S0030,2025-01-11,Leave,Morning,L003
AT00386,S0329,2024-11-12,Sick,Morning,L003
AT00387,S0084,2024-11-18,Present,Night,L005
AT00388,S0178,2024-05-28,Absent,Morning,L003
AT00389,S0264,2024-10-17,Leave,Afternoon,L004
AT00390,S0166,2024-12-17,Present,Morning,L004
AT00391,S0302,2024-07-07,Absent,Night,L003
AT00392,S0266,2024-12-05,Leave,Morning,L004
AT00393,S0021,2024-12-16,Absent,Morning,L003
AT00394,S0041,2024-12-18,Absent,Afternoon,L001
AT00395,S0034,2024-06-10,Leave,Afternoon,L004
AT00396,S0444,2024-10-10,Sick,Morning,L004
AT00397,S0232,2025-04-17,Sick,Afternoon,L003
AT00398,S0080,2024-10-21,Leave,Morning,L003
AT00399,S0481,2024-06-06,Sick,Afternoon,L004
AT00400,S0267,2025-01-11,Leave,Afternoon,L003
AT00401,S0079,2024-06-26,Present,Morning,L001
AT00402,S0271,2024-07-07,Leave,Night,L001
AT00403,S0046,2024-10-01,Absent,Night,L001
AT00404,S0100,2024-06-15,Sick,Afternoon,L002
AT00405,S0241,2024-10-02,Absent,Morning,L005
AT00406,S0269,2025-01-08,Leave,Afternoon,L004
AT00407,S0255,2025-04-17,Leave,Morning,L002
AT00408,S0027,2025-01-17,Present,Night,L004
AT00409,S0041,2024-07-29,Absent,Night,L004
AT00410,S0201,2025-03-30,Leave,Morning,L002
AT00411,S0349,2024-05-10,Leave,Morning,L002
AT00412,S0162,2024-08-11,Present,Night,L003
AT00413,S0112,2024-05-17,Sick,Night,L002
AT00414,S0274,2024-07-09,Absent,Night,L005
AT00415,S0104,2024-09-17,Leave,Morning,L003
AT00416,S0222,2025-03-13,Present,Afternoon,L002
AT00417,S0122,2024-12-20,Present,Morning,L002
AT00418,S0179,2024-08-22,Sick,Night,L004
AT00419,S0459,2025-04-20,Absent,Afternoon,L004
AT00420,S0086,2025-04-03,Sick,Afternoon,L005
AT00421,S0499,2025-01-19,Absent,Afternoon,L005
AT00422,S0493,2025-04-27,Present,Night,L001
AT00423,S0371,2024-08-25,Present,Night,L001
AT00424,S0020,2024-09-10,Absent,Afternoon,L004
AT00425,S0255,2025-01-03,Leave,Night,L005
AT00426,S0112,2024-05-17,Sick,Night,L002
AT00427,S0209,2025-01-12,Present,Afternoon,L004
AT00428,S0124,2024-12-20,Present,Morning,L003
AT00429,S0054,2024-10-01,Absent,Night,L001
AT00430,S0044,2024-08-01,Present,Morning,L001
AT00431,S0262,2024-05-16,Present,Night,L002
AT00432,S0428,2024-08-11,Present,Night,L005
AT00433,S0435,2024-10-19,Leave,Morning,L005
AT00434,S0139,2024-05-09,Leave,Night,L004
AT00435,S0259,2024-09-26,Absent,Afternoon,L001
AT00436,S0411,2025-03-02,Sick,Morning,L004
AT00437,S0390,2025-02-17,Absent,Morning,L001
AT00438,S0465,2024-05-08,Absent,Morning,L003
AT00439,S0226,2024-12-28,Present,Night,L004
AT00440,S0070,2024-12-04,Leave,Morning,L005
AT00441,S0429,2024-08-11,Leave,Night,L001
AT00442,S0323,2024-12-03,Sick,Morning,L004
AT00443,S0066,2024-05-12,Sick,Morning,L004
AT00444,S0334,2024-05-09,Sick,Morning,L003
AT00445,S0369,2025-03-30,Absent,Night,L002
AT00446,S0371,2025-03-11,Present,Morning,L002
AT00447,S0042,2024-05-04,Leave,Morning,L005
AT00448,S0096,2024-11-10,Present,Afternoon,L004
AT00449,S0471,2024-11-10,Leave,Afternoon,L002
AT00450,S0376,2024-07-14,Sick,Night,L005
AT00451,S0221,2024-11-02,Sick,Afternoon,L001
AT00452,S0394,2025-02-24,Present,Night,L003
AT00453,S0415,2024-09-06,Leave,Morning,L003
AT00454,S0057,2024-05-13,Present,Night,L001
AT00455,S0077,2024-10-21,Present,Night,L001
AT00456,S0108,2024-07-22,Absent,Afternoon,L003
AT00457,S0455,2024-05-26,Absent,Night,L004
AT00458,S0174,2024-09-01,Absent,Afternoon,L005
AT00459,S0185,2024-09-12,Absent,Afternoon,L002
AT00460,S0300,2024-08-15,Absent,Afternoon,L001
AT00461,S0266,2024-11-16,Sick,Night,L005
AT00462,S0009,2025-03-06,Leave,Morning,L001
AT00463,S0203,2025-01-22,Sick,Night,L001
AT00464,S0260,2024-05-13,Present,Night,L005
AT00465,S0160,2024-09-06,Present,Afternoon,L003
AT00466,S0439,2025-03-31,Present,Night,L003
AT00467,S0360,2024-05-08,Leave,Morning,L005
AT00468,S0288,2025-04-04,Sick,Night,L004
AT00469,S0481,2025-04-09,Present,Night,L004
AT00470,S0488,2025-02-17,Leave,Night,L003
AT00471,S0066,2025-04-07,Leave,Afternoon,L004
AT00472,S0276,2024-05-28,Present,Morning,L005
AT00473,S0346,2025-04-13,Sick,Night,L003
AT00474,S0263,2024-05-20,Present,Night,L004
AT00475,S0406,2024-06-22,Leave,Afternoon,L002
AT00476,S0298,2025-02-03,Present,Night,L002
AT00477,S0298,2024-06-03,Present,Afternoon,L005
AT00478,S0264,2024-12-24,Leave,Morning,L005
AT00479,S0033,2024-09-30,Sick,Morning,L002
AT00480,S0246,2024-06-14,Present,Morning,L005
AT00481,S0089,2024-12-02,Present,Afternoon,L003
AT00482,S0485,2025-04-09,Absent,Afternoon,L002
AT00483,S0153,2025-02-25,Absent,Afternoon,L004
AT00484,S0371,2024-07-19,Absent,Morning,L003
AT00485,S0110,2025-02-21,Leave,Afternoon,L002
AT00486,S0058,2024-07-10,Absent,Morning,L002
AT00487,S0126,2025-04-23,Present,Morning,L003
AT00488,S0285,2024-08-27,Leave,Night,L004
AT00489,S0407,2025-04-27,Sick,Morning,L001
AT00490,S0010,2024-10-19,Sick,Night,L004
AT00491,S0113,2025-03-04,Absent,Night,L003
AT00492,S0304,2024-06-10,Absent,Night,L002
AT00493,S0439,2024-06-16,Present,Night,L003
AT00494,S0254,2024-04-29,Absent,Afternoon,L003
AT00495,S0390,2024-05-10,Present,Morning,L005
AT00496,S0125,2024-05-22,Sick,Night,L005
AT00497,S0219,2024-07-19,Leave,Afternoon,L004
AT00498,S0021,2025-01-07,Present,Afternoon,L004
AT00499,S0259,2024-05-20,Absent,Morning,L001
AT00500,S0333,2024-11-04,Absent,Morning,L002
AT00501,S0165,2024-12-05,Absent,Night,L004
AT00502,S0030,2024-10-26,Absent,Afternoon,L005
AT00503,S0085,2025-03-21,Leave,Night,L003
AT00504,S0143,2025-04-09,Sick,Afternoon,L003
AT00505,S0006,2024-11-29,Present,Night,L002
AT00506,S0117,2025-02-05,Absent,Afternoon,L003
AT00507,S0230,2025-04-15,Sick,Night,L003
AT00508,S0231,2024-09-12,Sick,Morning,L004
AT00509,S0152,2024-06-20,Absent,Night,L001
AT00510,S0420,2024-10-27,Present,Night,L002
AT00511,S0478,2024-06-12,Sick,Afternoon,L002
AT00512,S0284,2024-11-02,Sick,Morning,L002
AT00513,S0342,2025-03-26,Absent,Night,L003
